image_idx,image_name,level,rank,base_neuron,base_act,lora_neuron,lora_act,match,base_neuron_in_lora_rank,lora_neuron_in_base_rank
18,v_ApplyEyeMakeup_g04_c03.jpg,global,4,41801,13.7738,41801,13.8644,True,4,4
18,v_ApplyEyeMakeup_g04_c03.jpg,global,5,33331,8.927,33331,9.0316,True,5,5
18,v_ApplyEyeMakeup_g04_c03.jpg,patch88,1,36126,1.4133,38515,1.4276,False,2,2
18,v_ApplyEyeMakeup_g04_c03.jpg,patch88,2,38515,1.3811,36126,1.1479,False,1,1
18,v_ApplyEyeMakeup_g04_c03.jpg,patch88,3,25790,1.1402,25790,1.1341,True,3,3
18,v_ApplyEyeMakeup_g04_c03.jpg,patch88,4,19999,0.9191,19999,0.9507,True,4,4
18,v_ApplyEyeMakeup_g04_c03.jpg,patch88,5,7419,0.8294,34321,0.8202,False,,
19,v_ApplyEyeMakeup_g04_c04.jpg,global,1,38459,20.0992,38459,20.3109,True,1,1
19,v_ApplyEyeMakeup_g04_c04.jpg,global,2,2099,19.8292,2099,20.1043,True,2,2
19,v_ApplyEyeMakeup_g04_c04.jpg,global,3,4594,14.8502,4594,15.0437,True,3,3
19,v_ApplyEyeMakeup_g04_c04.jpg,global,4,41801,11.923,41801,12.2073,True,4,4
19,v_ApplyEyeMakeup_g04_c04.jpg,global,5,33331,8.2784,33331,8.2962,True,5,5
19,v_ApplyEyeMakeup_g04_c04.jpg,patch88,1,25790,1.7096,38515,1.7734,False,2,2
19,v_ApplyEyeMakeup_g04_c04.jpg,patch88,2,38515,1.7083,25790,1.6881,False,1,1
19,v_ApplyEyeMakeup_g04_c04.jpg,patch88,3,5076,1.122,5076,1.191,True,3,3
19,v_ApplyEyeMakeup_g04_c04.jpg,patch88,4,19999,0.9838,19999,1.0392,True,4,4
19,v_ApplyEyeMakeup_g04_c04.jpg,patch88,5,34321,0.9333,34321,0.98,True,5,5
20,v_ApplyEyeMakeup_g04_c05.jpg,global,1,38459,20.6263,38459,20.521,True,1,1
20,v_ApplyEyeMakeup_g04_c05.jpg,global,2,2099,20.4977,2099,20.311,True,2,2
20,v_ApplyEyeMakeup_g04_c05.jpg,global,3,4594,14.967,4594,14.6895,True,3,3
20,v_ApplyEyeMakeup_g04_c05.jpg,global,4,41801,12.4039,41801,12.1664,True,4,4
20,v_ApplyEyeMakeup_g04_c05.jpg,global,5,33331,8.4404,33331,8.4021,True,5,5
20,v_ApplyEyeMakeup_g04_c05.jpg,patch88,1,16104,2.1052,16104,2.2464,True,1,1
20,v_ApplyEyeMakeup_g04_c05.jpg,patch88,2,38515,1.5288,39753,1.4532,False,3,4
20,v_ApplyEyeMakeup_g04_c05.jpg,patch88,3,5852,1.3709,38515,1.4272,False,4,2
20,v_ApplyEyeMakeup_g04_c05.jpg,patch88,4,39753,1.1743,5852,1.3157,False,2,3
20,v_ApplyEyeMakeup_g04_c05.jpg,patch88,5,19999,0.9403,19999,0.9849,True,5,5
21,v_ApplyEyeMakeup_g04_c06.jpg,global,1,38459,20.3893,38459,20.5399,True,1,1
21,v_ApplyEyeMakeup_g04_c06.jpg,global,2,2099,20.1842,2099,20.3252,True,2,2
21,v_ApplyEyeMakeup_g04_c06.jpg,global,3,4594,15.0224,4594,15.0343,True,3,3
21,v_ApplyEyeMakeup_g04_c06.jpg,global,4,41801,12.2969,41801,12.381,True,4,4
21,v_ApplyEyeMakeup_g04_c06.jpg,global,5,33331,8.1953,33331,8.2298,True,5,5
21,v_ApplyEyeMakeup_g04_c06.jpg,patch88,1,38515,1.6949,38515,1.7184,True,1,1
21,v_ApplyEyeMakeup_g04_c06.jpg,patch88,2,25790,1.4763,25790,1.4841,True,2,2
21,v_ApplyEyeMakeup_g04_c06.jpg,patch88,3,23768,1.0888,34321,1.0833,False,4,4
21,v_ApplyEyeMakeup_g04_c06.jpg,patch88,4,34321,1.0274,23768,1.0773,False,3,3
21,v_ApplyEyeMakeup_g04_c06.jpg,patch88,5,19999,0.8907,19999,0.9026,True,5,5
22,v_ApplyEyeMakeup_g04_c07.jpg,global,1,2099,21.889,2099,22.1694,True,1,1
22,v_ApplyEyeMakeup_g04_c07.jpg,global,2,38459,21.7244,38459,21.9404,True,2,2
22,v_ApplyEyeMakeup_g04_c07.jpg,global,3,4594,16.6116,4594,16.8333,True,3,3
22,v_ApplyEyeMakeup_g04_c07.jpg,global,4,41801,13.9752,41801,14.2519,True,4,4
22,v_ApplyEyeMakeup_g04_c07.jpg,global,5,33331,8.8812,33331,8.9399,True,5,5
22,v_ApplyEyeMakeup_g04_c07.jpg,patch88,1,25790,2.0869,25790,2.0115,True,1,1
22,v_ApplyEyeMakeup_g04_c07.jpg,patch88,2,38515,1.8565,38515,1.9471,True,2,2
22,v_ApplyEyeMakeup_g04_c07.jpg,patch88,3,39842,1.389,39842,1.4076,True,3,3
22,v_ApplyEyeMakeup_g04_c07.jpg,patch88,4,3889,1.0803,19999,1.0546,False,,
22,v_ApplyEyeMakeup_g04_c07.jpg,patch88,5,29095,0.9837,34321,1.0251,False,,
23,v_ApplyEyeMakeup_g05_c01.jpg,global,1,2099,21.5334,2099,21.5962,True,1,1
23,v_ApplyEyeMakeup_g05_c01.jpg,global,2,38459,21.2094,38459,21.3151,True,2,2
23,v_ApplyEyeMakeup_g05_c01.jpg,global,3,4594,16.9329,4594,16.8762,True,3,3
23,v_ApplyEyeMakeup_g05_c01.jpg,global,4,41801,13.4041,41801,13.4287,True,4,4
23,v_ApplyEyeMakeup_g05_c01.jpg,global,5,33331,8.5936,33331,8.696,True,5,5
23,v_ApplyEyeMakeup_g05_c01.jpg,patch88,1,38515,1.6681,38515,1.7249,True,1,1
23,v_ApplyEyeMakeup_g05_c01.jpg,patch88,2,10445,1.1473,34321,1.0967,False,3,5
23,v_ApplyEyeMakeup_g05_c01.jpg,patch88,3,48027,1.106,10445,1.0936,False,5,2
23,v_ApplyEyeMakeup_g05_c01.jpg,patch88,4,18199,1.0971,45450,1.0036,False,,
23,v_ApplyEyeMakeup_g05_c01.jpg,patch88,5,34321,1.0389,48027,0.9474,False,2,3
24,v_ApplyEyeMakeup_g05_c02.jpg,global,1,2099,21.6064,2099,21.6571,True,1,1
24,v_ApplyEyeMakeup_g05_c02.jpg,global,2,38459,21.3364,38459,21.4172,True,2,2
24,v_ApplyEyeMakeup_g05_c02.jpg,global,3,4594,16.9535,4594,16.9095,True,3,3
24,v_ApplyEyeMakeup_g05_c02.jpg,global,4,41801,13.2641,41801,13.3057,True,4,4
